Date,Close
3/2/2015 00:00:00,8.21
3/3/2015 00:00:00,8.2
3/4/2015 00:00:00,8.75
3/5/2015 00:00:00,8.54
3/6/2015 00:00:00,8.3
3/9/2015 00:00:00,8.24
3/10/2015 00:00:00,8.21
3/11/2015 00:00:00,8.45
3/12/2015 00:00:00,8.66
3/13/2015 00:00:00,8.5
3/16/2015 00:00:00,8.48
3/17/2015 00:00:00,8.45
3/18/2015 00:00:00,8.49
3/19/2015 00:00:00,8.49
3/20/2015 00:00:00,8.45
3/23/2015 00:00:00,8.4
3/24/2015 00:00:00,8.44
3/25/2015 00:00:00,8.15
3/26/2015 00:00:00,7.99
3/27/2015 00:00:00,7.99
3/30/2015 00:00:00,8
3/31/2015 00:00:00,7.95
4/1/2015 00:00:00,7.77
4/2/2015 00:00:00,7.85
4/6/2015 00:00:00,7.84
4/7/2015 00:00:00,7.82
4/8/2015 00:00:00,7.94
4/9/2015 00:00:00,7.99
4/10/2015 00:00:00,8
4/13/2015 00:00:00,8.13
4/14/2015 00:00:00,8.14
4/15/2015 00:00:00,8.17
4/16/2015 00:00:00,8.11
4/17/2015 00:00:00,7.97
4/20/2015 00:00:00,7.97
4/21/2015 00:00:00,8.04
4/22/2015 00:00:00,8.04
4/23/2015 00:00:00,8.08
4/24/2015 00:00:00,8.06
4/27/2015 00:00:00,7.94
4/28/2015 00:00:00,7.98
4/29/2015 00:00:00,7.75
4/30/2015 00:00:00,7.43
5/1/2015 00:00:00,7.46
5/4/2015 00:00:00,7.39
5/5/2015 00:00:00,7.27
5/6/2015 00:00:00,7.42
5/7/2015 00:00:00,8.57
5/8/2015 00:00:00,8.5
5/11/2015 00:00:00,8.68
5/12/2015 00:00:00,8.64
5/13/2015 00:00:00,8.59
5/14/2015 00:00:00,8.22
5/15/2015 00:00:00,8.18
5/18/2015 00:00:00,7.99
5/19/2015 00:00:00,7.97
5/20/2015 00:00:00,7.97
5/21/2015 00:00:00,7.94
5/22/2015 00:00:00,7.82
5/26/2015 00:00:00,7.68
5/27/2015 00:00:00,7.79
5/28/2015 00:00:00,7.78
5/29/2015 00:00:00,7.61
6/1/2015 00:00:00,7.59
6/2/2015 00:00:00,7.78
6/3/2015 00:00:00,7.84
6/4/2015 00:00:00,7.65
6/5/2015 00:00:00,7.88
6/8/2015 00:00:00,7.75
6/9/2015 00:00:00,7.7
6/10/2015 00:00:00,7.85
6/11/2015 00:00:00,7.77
6/12/2015 00:00:00,7.69
6/15/2015 00:00:00,7.97
6/16/2015 00:00:00,7.96
6/17/2015 00:00:00,7.83
6/18/2015 00:00:00,7.96
6/19/2015 00:00:00,7.94
6/22/2015 00:00:00,7.93
6/23/2015 00:00:00,7.97
6/24/2015 00:00:00,7.9
6/25/2015 00:00:00,7.88
6/26/2015 00:00:00,7.84
6/29/2015 00:00:00,7.57
6/30/2015 00:00:00,7.84
7/1/2015 00:00:00,7.65
7/2/2015 00:00:00,7.72
7/6/2015 00:00:00,7.89
7/7/2015 00:00:00,7.7
7/8/2015 00:00:00,7.69
7/9/2015 00:00:00,8.1
7/10/2015 00:00:00,8.3
7/13/2015 00:00:00,8.3
7/14/2015 00:00:00,8.35
7/15/2015 00:00:00,8.26
7/16/2015 00:00:00,8.25
7/17/2015 00:00:00,8.11
7/20/2015 00:00:00,8.13
7/21/2015 00:00:00,8.16
7/22/2015 00:00:00,8.12
7/23/2015 00:00:00,8.06
7/24/2015 00:00:00,8.05
7/27/2015 00:00:00,8.02
7/28/2015 00:00:00,8.11
7/29/2015 00:00:00,8.1
7/30/2015 00:00:00,8.16
7/31/2015 00:00:00,8.31
8/3/2015 00:00:00,8.6
8/4/2015 00:00:00,8.55
8/5/2015 00:00:00,8.54
