Date,Close
3/2/2015 00:00:00,27.09
3/3/2015 00:00:00,26.79
3/4/2015 00:00:00,26.42
3/5/2015 00:00:00,26.54
3/6/2015 00:00:00,26.26
3/9/2015 00:00:00,26.41
3/10/2015 00:00:00,25.98
3/11/2015 00:00:00,26.32
3/12/2015 00:00:00,26.8
3/13/2015 00:00:00,26.49
3/16/2015 00:00:00,26.98
3/17/2015 00:00:00,27.03
3/18/2015 00:00:00,27.51
3/19/2015 00:00:00,27.53
3/20/2015 00:00:00,27.65
3/23/2015 00:00:00,27.68
3/24/2015 00:00:00,27.31
3/25/2015 00:00:00,27.07
3/26/2015 00:00:00,26.93
3/27/2015 00:00:00,27.03
3/30/2015 00:00:00,27.37
3/31/2015 00:00:00,27.2
4/1/2015 00:00:00,26.96
4/2/2015 00:00:00,26.84
4/6/2015 00:00:00,27
4/7/2015 00:00:00,26.81
4/8/2015 00:00:00,26.81
4/9/2015 00:00:00,26.76
4/10/2015 00:00:00,26.9
4/13/2015 00:00:00,26.83
4/14/2015 00:00:00,26.75
4/15/2015 00:00:00,27.19
4/16/2015 00:00:00,27.18
4/17/2015 00:00:00,26.75
4/20/2015 00:00:00,27.09
4/21/2015 00:00:00,26.76
4/22/2015 00:00:00,26.71
4/23/2015 00:00:00,26.81
4/24/2015 00:00:00,26.86
4/27/2015 00:00:00,26.58
4/28/2015 00:00:00,26.74
4/29/2015 00:00:00,26.55
4/30/2015 00:00:00,26.66
5/1/2015 00:00:00,26.97
5/4/2015 00:00:00,27.14
5/5/2015 00:00:00,27.09
5/6/2015 00:00:00,26.83
5/7/2015 00:00:00,26.95
5/8/2015 00:00:00,27.14
5/11/2015 00:00:00,27.06
5/12/2015 00:00:00,26.97
5/13/2015 00:00:00,27
5/14/2015 00:00:00,27.39
5/15/2015 00:00:00,27.23
5/18/2015 00:00:00,27.25
5/19/2015 00:00:00,27.27
5/20/2015 00:00:00,27.32
5/21/2015 00:00:00,27.35
5/22/2015 00:00:00,27.28
5/26/2015 00:00:00,27.1
5/27/2015 00:00:00,27.27
5/28/2015 00:00:00,27.42
5/29/2015 00:00:00,27.34
6/1/2015 00:00:00,27.34
6/2/2015 00:00:00,27.38
6/3/2015 00:00:00,27.59
6/4/2015 00:00:00,27.27
6/5/2015 00:00:00,27.31
6/8/2015 00:00:00,27.08
6/9/2015 00:00:00,26.98
6/10/2015 00:00:00,27.57
6/11/2015 00:00:00,27.83
6/12/2015 00:00:00,27.77
6/15/2015 00:00:00,27.59
6/16/2015 00:00:00,27.71
6/17/2015 00:00:00,27.87
6/18/2015 00:00:00,28.37
6/19/2015 00:00:00,28.08
6/22/2015 00:00:00,28.38
6/23/2015 00:00:00,28.45
6/24/2015 00:00:00,28.24
6/25/2015 00:00:00,28.17
6/26/2015 00:00:00,28.32
6/29/2015 00:00:00,27.81
6/30/2015 00:00:00,27.83
7/1/2015 00:00:00,28.44
7/2/2015 00:00:00,28.24
7/6/2015 00:00:00,28.38
7/7/2015 00:00:00,28.95
7/8/2015 00:00:00,28.72
7/9/2015 00:00:00,29.03
7/10/2015 00:00:00,29.39
7/13/2015 00:00:00,29.73
7/14/2015 00:00:00,29.78
7/15/2015 00:00:00,30.01
7/16/2015 00:00:00,30.18
7/17/2015 00:00:00,31.28
7/20/2015 00:00:00,30.76
7/21/2015 00:00:00,30.52
7/22/2015 00:00:00,30.62
7/23/2015 00:00:00,30.56
7/24/2015 00:00:00,30.51
7/27/2015 00:00:00,30.47
7/28/2015 00:00:00,30.43
7/29/2015 00:00:00,30.39
7/30/2015 00:00:00,30.49
7/31/2015 00:00:00,30.5
8/3/2015 00:00:00,30.62
8/4/2015 00:00:00,30.54
8/5/2015 00:00:00,30.74
8/6/2015 00:00:00,30.49
8/7/2015 00:00:00,30.57
8/10/2015 00:00:00,30.9
8/11/2015 00:00:00,30.93
8/12/2015 00:00:00,30.85
8/13/2015 00:00:00,31
8/14/2015 00:00:00,31.03
8/17/2015 00:00:00,31.24
8/18/2015 00:00:00,31.19
8/19/2015 00:00:00,31.45
8/20/2015 00:00:00,30.88
8/21/2015 00:00:00,29.96
8/24/2015 00:00:00,28.74
8/25/2015 00:00:00,28.55
8/26/2015 00:00:00,29.51
8/27/2015 00:00:00,30.25
8/28/2015 00:00:00,30.05
8/31/2015 00:00:00,29.96
9/1/2015 00:00:00,29.24
9/2/2015 00:00:00,29.67
9/3/2015 00:00:00,29.83
9/4/2015 00:00:00,29.47
9/8/2015 00:00:00,30.07
9/9/2015 00:00:00,29.68
9/10/2015 00:00:00,29.98
9/11/2015 00:00:00,30.23
9/14/2015 00:00:00,30.18
9/15/2015 00:00:00,30.58
9/16/2015 00:00:00,30.98
9/17/2015 00:00:00,31.34
9/18/2015 00:00:00,30.62
9/21/2015 00:00:00,30.92
9/22/2015 00:00:00,30.66
9/23/2015 00:00:00,30.68
9/24/2015 00:00:00,30.61
9/25/2015 00:00:00,30.67
9/28/2015 00:00:00,30.28
9/29/2015 00:00:00,30.44
9/30/2015 00:00:00,30.64
10/1/2015 00:00:00,30.67
10/2/2015 00:00:00,31.06
10/5/2015 00:00:00,31.39
10/6/2015 00:00:00,31.33
10/7/2015 00:00:00,31.62
10/8/2015 00:00:00,32.13
10/9/2015 00:00:00,32.08
