Date,Close
1/2/2020 16:00:00,107.34
1/3/2020 16:00:00,107.2
1/6/2020 16:00:00,108.78
1/7/2020 16:00:00,108.39
1/8/2020 16:00:00,109.49
1/9/2020 16:00:00,109.36
1/10/2020 16:00:00,108.59
1/13/2020 16:00:00,109.82
1/14/2020 16:00:00,109.58
1/15/2020 16:00:00,109.61
1/16/2020 16:00:00,111.26
1/17/2020 16:00:00,112.93
1/21/2020 16:00:00,112.41
1/22/2020 16:00:00,113.09
1/23/2020 16:00:00,113.48
1/24/2020 16:00:00,112.33
1/27/2020 16:00:00,110.56
1/28/2020 16:00:00,111.9
1/29/2020 16:00:00,112.21
1/30/2020 16:00:00,111.64
1/31/2020 16:00:00,107.92
2/3/2020 16:00:00,105.04
2/4/2020 16:00:00,107.07
2/5/2020 16:00:00,107.82
2/6/2020 16:00:00,110
2/7/2020 16:00:00,109.09
2/10/2020 16:00:00,108.7
2/11/2020 16:00:00,109.04
2/12/2020 16:00:00,109.72
2/13/2020 16:00:00,108.84
2/14/2020 16:00:00,109.69
2/18/2020 16:00:00,109.46
2/19/2020 16:00:00,109.78
2/20/2020 16:00:00,109.2
2/21/2020 16:00:00,108.01
2/24/2020 16:00:00,107.03
2/25/2020 16:00:00,105.38
2/26/2020 16:00:00,106.54
2/27/2020 16:00:00,102.74
2/28/2020 16:00:00,101.37
3/2/2020 16:00:00,106.89
3/3/2020 16:00:00,106.7
3/4/2020 16:00:00,111.83
3/5/2020 16:00:00,110.21
3/6/2020 16:00:00,107.67
3/9/2020 16:00:00,100.93
3/10/2020 16:00:00,103.38
3/11/2020 16:00:00,101.18
3/12/2020 16:00:00,93.35
3/13/2020 16:00:00,97.06
3/16/2020 16:00:00,88.67
3/17/2020 16:00:00,95.41
3/18/2020 16:00:00,90.21
3/19/2020 16:00:00,90.06
3/20/2020 16:00:00,86.94
3/23/2020 16:00:00,95.47
3/24/2020 16:00:00,94.3
3/25/2020 16:00:00,89.64
3/26/2020 16:00:00,99.2
3/27/2020 16:00:00,95.37
3/30/2020 16:00:00,97.69
3/31/2020 16:00:00,100.17
4/1/2020 16:00:00,97.53
4/2/2020 16:00:00,102.29
4/3/2020 16:00:00,102.83
4/6/2020 16:00:00,106.51
4/7/2020 16:00:00,106.32
4/8/2020 16:00:00,106.8
4/9/2020 16:00:00,105.8
4/13/2020 16:00:00,109.3
4/14/2020 16:00:00,112.03
4/15/2020 16:00:00,113.51
4/16/2020 16:00:00,118.1
4/17/2020 16:00:00,115.15
4/20/2020 16:00:00,115.41
4/21/2020 16:00:00,113.27
4/22/2020 16:00:00,114.57
4/23/2020 16:00:00,114.46
4/24/2020 16:00:00,116.31
4/27/2020 16:00:00,116.02
4/28/2020 16:00:00,111.35
4/29/2020 16:00:00,112.78
4/30/2020 16:00:00,114.26
5/1/2020 16:00:00,113.27
5/4/2020 16:00:00,116.83
5/5/2020 16:00:00,119.61
5/6/2020 16:00:00,115.32
5/7/2020 16:00:00,116.8
5/8/2020 16:00:00,116.62
5/11/2020 16:00:00,117.37
5/12/2020 16:00:00,116.37
5/13/2020 16:00:00,116.9
5/14/2020 16:00:00,117.12
5/15/2020 16:00:00,118.13
5/18/2020 16:00:00,117.12
5/19/2020 16:00:00,118.54
5/20/2020 16:00:00,119.55
5/21/2020 16:00:00,117.36
5/22/2020 16:00:00,119.82
5/26/2020 16:00:00,116.64
5/27/2020 16:00:00,117.38
5/28/2020 16:00:00,121.35
5/29/2020 16:00:00,122.88
6/1/2020 16:00:00,122.78
6/2/2020 16:00:00,122.36
6/3/2020 16:00:00,117.93
6/4/2020 16:00:00,117.18
