Date,Close
1/2/2020 16:00:00,125.85
1/3/2020 16:00:00,124.6
1/6/2020 16:00:00,124.06
1/7/2020 16:00:00,123.41
1/8/2020 16:00:00,125.54
1/9/2020 16:00:00,127.81
1/10/2020 16:00:00,127.28
1/13/2020 16:00:00,128.54
1/14/2020 16:00:00,128.8
1/15/2020 16:00:00,129.82
1/16/2020 16:00:00,130.55
1/17/2020 16:00:00,131.52
1/21/2020 16:00:00,130.53
1/22/2020 16:00:00,131.49
1/23/2020 16:00:00,131.37
1/24/2020 16:00:00,135.11
1/27/2020 16:00:00,130.64
1/28/2020 16:00:00,132.45
1/29/2020 16:00:00,131.68
1/30/2020 16:00:00,133.22
1/31/2020 16:00:00,129.87
2/3/2020 16:00:00,131
2/4/2020 16:00:00,131.85
2/5/2020 16:00:00,133.6
2/6/2020 16:00:00,133.25
2/7/2020 16:00:00,131.82
2/10/2020 16:00:00,132.24
2/11/2020 16:00:00,132.63
2/12/2020 16:00:00,133.24
2/13/2020 16:00:00,134.46
2/14/2020 16:00:00,135.87
2/18/2020 16:00:00,135.6
2/19/2020 16:00:00,136.93
2/20/2020 16:00:00,136.58
2/21/2020 16:00:00,134.9
2/24/2020 16:00:00,128.19
2/25/2020 16:00:00,120.9
2/26/2020 16:00:00,118.5
2/27/2020 16:00:00,112.81
2/28/2020 16:00:00,109.93
3/2/2020 16:00:00,113.87
3/3/2020 16:00:00,108.01
3/4/2020 16:00:00,115.7
3/5/2020 16:00:00,110.94
3/6/2020 16:00:00,108.24
3/9/2020 16:00:00,98.29
3/10/2020 16:00:00,103.3
3/11/2020 16:00:00,95.38
3/12/2020 16:00:00,83.53
3/13/2020 16:00:00,99.6
3/16/2020 16:00:00,85.87
3/17/2020 16:00:00,86.58
3/18/2020 16:00:00,73.75
3/19/2020 16:00:00,77.07
3/20/2020 16:00:00,74.12
3/23/2020 16:00:00,68.96
3/24/2020 16:00:00,84.05
3/25/2020 16:00:00,90.17
3/26/2020 16:00:00,93.29
3/27/2020 16:00:00,88.73
3/30/2020 16:00:00,90.27
3/31/2020 16:00:00,85.61
4/1/2020 16:00:00,77.84
4/2/2020 16:00:00,76.66
4/3/2020 16:00:00,73.6
4/6/2020 16:00:00,83.87
4/7/2020 16:00:00,87.58
4/8/2020 16:00:00,92.08
4/9/2020 16:00:00,94.82
4/13/2020 16:00:00,90.33
4/14/2020 16:00:00,88.39
4/15/2020 16:00:00,83.79
4/16/2020 16:00:00,81.35
4/17/2020 16:00:00,87.39
4/20/2020 16:00:00,84.01
4/21/2020 16:00:00,81.52
4/22/2020 16:00:00,82.54
4/23/2020 16:00:00,82.46
4/24/2020 16:00:00,83.17
4/27/2020 16:00:00,85.06
