Date,Close
1/2/2020 16:00:00,324.87
1/3/2020 16:00:00,322.41
1/6/2020 16:00:00,323.64
1/7/2020 16:00:00,322.73
1/8/2020 16:00:00,324.45
1/9/2020 16:00:00,326.65
1/10/2020 16:00:00,325.71
1/13/2020 16:00:00,327.95
1/14/2020 16:00:00,327.45
1/15/2020 16:00:00,328.19
1/16/2020 16:00:00,330.92
1/17/2020 16:00:00,331.95
1/21/2020 16:00:00,331.3
1/22/2020 16:00:00,331.34
1/23/2020 16:00:00,331.72
1/24/2020 16:00:00,328.77
1/27/2020 16:00:00,323.5
1/28/2020 16:00:00,326.89
1/29/2020 16:00:00,326.62
1/30/2020 16:00:00,327.68
1/31/2020 16:00:00,321.73
2/3/2020 16:00:00,324.12
2/4/2020 16:00:00,329.06
2/5/2020 16:00:00,332.86
2/6/2020 16:00:00,333.98
2/7/2020 16:00:00,332.2
2/10/2020 16:00:00,334.68
2/11/2020 16:00:00,335.26
2/12/2020 16:00:00,337.42
2/13/2020 16:00:00,337.06
2/14/2020 16:00:00,337.6
2/18/2020 16:00:00,336.73
2/19/2020 16:00:00,338.34
2/20/2020 16:00:00,336.95
2/21/2020 16:00:00,333.48
2/24/2020 16:00:00,322.42
2/25/2020 16:00:00,312.65
2/26/2020 16:00:00,311.5
2/27/2020 16:00:00,297.51
2/28/2020 16:00:00,296.26
3/2/2020 16:00:00,309.09
3/3/2020 16:00:00,300.24
3/4/2020 16:00:00,312.86
3/5/2020 16:00:00,302.46
3/6/2020 16:00:00,297.46
3/9/2020 16:00:00,274.23
3/10/2020 16:00:00,288.42
3/11/2020 16:00:00,274.36
3/12/2020 16:00:00,248.11
3/13/2020 16:00:00,269.32
3/16/2020 16:00:00,239.85
3/17/2020 16:00:00,252.8
3/18/2020 16:00:00,240
3/19/2020 16:00:00,240.51
3/20/2020 16:00:00,228.8
3/23/2020 16:00:00,222.95
3/24/2020 16:00:00,243.15
3/25/2020 16:00:00,246.79
3/26/2020 16:00:00,246.79
3/27/2020 16:00:00,253.42
3/30/2020 16:00:00,261.65
3/31/2020 16:00:00,257.75
4/1/2020 16:00:00,246.15
4/2/2020 16:00:00,251.83
4/3/2020 16:00:00,248.19
4/6/2020 16:00:00,264.86
4/7/2020 16:00:00,265.13
4/8/2020 16:00:00,274.03
4/9/2020 16:00:00,278.2
4/13/2020 16:00:00,275.66
4/14/2020 16:00:00,283.79
4/15/2020 16:00:00,277.76
4/16/2020 16:00:00,279.1
4/17/2020 16:00:00,286.64
4/20/2020 16:00:00,281.59
4/21/2020 16:00:00,273.04
4/22/2020 16:00:00,279.1
4/23/2020 16:00:00,279.08
4/24/2020 16:00:00,282.97
4/27/2020 16:00:00,287.05
4/28/2020 16:00:00,285.73
4/29/2020 16:00:00,293.21
4/30/2020 16:00:00,290.48
5/1/2020 16:00:00,282.79
5/4/2020 16:00:00,283.57
5/5/2020 16:00:00,286.19
5/6/2020 16:00:00,284.25
5/7/2020 16:00:00,287.68
5/8/2020 16:00:00,292.44
5/11/2020 16:00:00,292.5
5/12/2020 16:00:00,286.67
5/13/2020 16:00:00,281.6
5/14/2020 16:00:00,284.97
5/15/2020 16:00:00,286.28
5/18/2020 16:00:00,295
5/19/2020 16:00:00,291.97
5/20/2020 16:00:00,291.97
5/21/2020 16:00:00,294.88
5/22/2020 16:00:00,295.44
5/26/2020 16:00:00,299.08
5/27/2020 16:00:00,303.53
5/28/2020 16:00:00,302.97
5/29/2020 16:00:00,304.32
6/1/2020 16:00:00,305.55
6/2/2020 16:00:00,308.08
6/3/2020 16:00:00,312.18
6/4/2020 16:00:00,311.36
6/5/2020 16:00:00,319.34
6/8/2020 16:00:00,323.2
6/9/2020 16:00:00,320.79
6/10/2020 16:00:00,319
6/11/2020 16:00:00,300.61
6/12/2020 16:00:00,304.21
6/15/2020 16:00:00,307.05
6/16/2020 16:00:00,312.96
6/17/2020 16:00:00,311.66
6/18/2020 16:00:00,311.78
6/19/2020 16:00:00,308.64
6/22/2020 16:00:00,310.62
6/23/2020 16:00:00,312.05
6/24/2020 16:00:00,304.09
6/25/2020 16:00:00,307.35
6/26/2020 16:00:00,300.05
6/29/2020 16:00:00,304.46
6/30/2020 16:00:00,308.36
7/1/2020 16:00:00,310.52
7/2/2020 16:00:00,312.23
7/6/2020 16:00:00,317.05
7/7/2020 16:00:00,313.78
7/8/2020 16:00:00,316.18
7/9/2020 16:00:00,314.38
7/10/2020 16:00:00,317.59
7/13/2020 16:00:00,314.84
7/14/2020 16:00:00,318.92
7/15/2020 16:00:00,321.85
7/16/2020 16:00:00,320.79
7/17/2020 16:00:00,321.72
7/20/2020 16:00:00,324.32
7/21/2020 16:00:00,325.01
7/22/2020 16:00:00,326.86
7/23/2020 16:00:00,322.96
7/24/2020 16:00:00,320.88
7/27/2020 16:00:00,323.22
7/28/2020 16:00:00,332.11
7/29/2020 16:00:00,325.12
7/30/2020 16:00:00,323.96
7/31/2020 16:00:00,326.52
8/3/2020 16:00:00,328.79
8/4/2020 16:00:00,330.06
8/5/2020 16:00:00,332.11
8/6/2020 16:00:00,334.33
8/7/2020 16:00:00,334.57
8/10/2020 16:00:00,335.57
8/11/2020 16:00:00,332.8
8/12/2020 16:00:00,337.44
8/13/2020 16:00:00,336.83
8/14/2020 16:00:00,336.84
8/17/2020 16:00:00,337.91
8/18/2020 16:00:00,338.64
8/19/2020 16:00:00,337.23
8/20/2020 16:00:00,338.28
8/21/2020 16:00:00,339.48
8/24/2020 16:00:00,342.92
8/25/2020 16:00:00,344.12
8/26/2020 16:00:00,347.57
8/27/2020 16:00:00,348.33
8/28/2020 16:00:00,350.58
8/31/2020 16:00:00,349.31
9/1/2020 16:00:00,352.6
9/2/2020 16:00:00,357.7
9/3/2020 16:00:00,345.39
9/4/2020 16:00:00,342.57
9/8/2020 16:00:00,333.21
9/9/2020 16:00:00,339.79
9/10/2020 16:00:00,333.89
9/11/2020 16:00:00,334.06
9/14/2020 16:00:00,338.46
9/15/2020 16:00:00,340.17
9/16/2020 16:00:00,338.82
9/17/2020 16:00:00,335.84
9/18/2020 16:00:00,330.65
9/21/2020 16:00:00,326.97
9/22/2020 16:00:00,330.3
9/23/2020 16:00:00,322.64
9/24/2020 16:00:00,323.5
9/25/2020 16:00:00,328.73
9/28/2020 16:00:00,334.19
9/29/2020 16:00:00,332.37
9/30/2020 16:00:00,334.89
10/1/2020 16:00:00,337.04
10/2/2020 16:00:00,333.84
10/5/2020 16:00:00,339.76
10/6/2020 16:00:00,334.93
10/7/2020 16:00:00,340.76
10/8/2020 16:00:00,343.78
10/9/2020 16:00:00,346.85
10/12/2020 16:00:00,352.43
